SKU,Supplier_Name,Lead_Time_Days,Monsoon_Lead_Time_Days,Contact_Person,Phone_Number
GOA-KOKUM-2590,Zuari Foods,2,5,Maria Kulkarni,+91 78390 42477
GOA-KOKUM-2591,South-Goa Foods,4,7,Ricardo Naik,+91 98770 42707
GOA-SNACK-2592,Mandovi Foods,3,5,Priya Pinto,+91 93919 61762
GOA-SPICE-2593,Coastal Logistics,2,6,Rahul Gomes,+91 88205 85475
GOA-OIL-2594,Mandovi Industries,2,7,Priya Kulkarni,+91 75655 10478
GOA-KOKUM-2595,North-Goa Agro Traders,3,6,Maria Sawant,+91 96147 44899
GOA-SNACK-2596,Sahyadri Foods,2,4,Rahul D'Souza,+91 74048 23232
GOA-MANGO-2597,Zuari Agro Traders,2,7,Rahul Kulkarni,+91 94406 17124
GOA-GRAIN-2598,South-Goa Distributors,2,4,Sunil Naik,+91 89195 35201
GOA-MANGO-2599,Coastal Agro Traders,4,8,Rahul Fernandes,+91 86498 58439
GOA-KOKUM-2600,South-Goa Logistics,3,8,Rahul Prabhu,+91 86768 60689
GOA-DAIRY-2601,Coastal Industries,4,7,Amit Fernandes,+91 72459 57821
GOA-SPICE-2602,Sahyadri Distributors,3,8,Deepa Fernandes,+91 95555 20603
GOA-KOKUM-2603,South-Goa Foods,4,7,Ricardo Fernandes,+91 93032 81381
GOA-SPICE-2604,North-Goa Distributors,4,7,Amit Sawant,+91 92364 14344
GOA-OIL-2605,Mandovi Industries,2,6,Ricardo Naik,+91 70844 97651
GOA-SNACK-2606,North-Goa Distributors,2,4,Ricardo Naik,+91 97054 80887
GOA-MANGO-2607,Sahyadri Foods,2,6,Maria Pinto,+91 72671 95621
GOA-FENI-2608,South-Goa Agro Traders,4,6,Maria Gomes,+91 84526 74958
GOA-OIL-2609,Sahyadri Industries,4,6,Sanjay Pinto,+91 76587 88660
GOA-KOKUM-2610,Coastal Logistics,3,7,Deepa Gomes,+91 80604 20311
GOA-GRAIN-2611,South-Goa Foods,4,6,Amit Fernandes,+91 97013 78237
GOA-OIL-2612,North-Goa Logistics,2,6,Ricardo Naik,+91 77888 67984
GOA-DAIRY-2613,Coastal Industries,2,5,Deepa D'Souza,+91 92973 16519
GOA-SPICE-2614,South-Goa Agro Traders,2,7,Priya Fernandes,+91 86225 28357
GOA-SNACK-2615,Mandovi Distributors,4,6,Sunil D'Souza,+91 72230 49165
GOA-FENI-2616,Zuari Agro Traders,3,5,Ricardo D'Souza,+91 87197 78153
GOA-KOKUM-2617,Coastal Foods,4,9,Priya D'Souza,+91 98700 55304
GOA-SPICE-2618,Mandovi Logistics,4,9,Maria Naik,+91 95234 83093
GOA-SPICE-2619,Coastal Industries,2,6,Maria Prabhu,+91 87316 50552
GOA-KOKUM-2620,North-Goa Agro Traders,3,7,Deepa Gomes,+91 99300 83414
GOA-DAIRY-2621,Mandovi Agro Traders,2,6,Anjali Fernandes,+91 99552 32291
GOA-BEV-2622,Sahyadri Distributors,2,6,Deepa Naik,+91 81518 96593
GOA-SNACK-2623,North-Goa Logistics,3,6,Amit Naik,+91 91653 81471
GOA-GRAIN-2624,South-Goa Industries,3,7,Sanjay Prabhu,+91 84297 42303
GOA-MANGO-2625,North-Goa Agro Traders,3,5,Ricardo Gomes,+91 92575 56624
GOA-FENI-2626,Coastal Logistics,2,5,Ricardo Naik,+91 76629 62833
GOA-BEV-2627,Sahyadri Logistics,2,5,Sanjay Pinto,+91 79590 90599
GOA-SNACK-2628,South-Goa Foods,4,7,Sunil Gomes,+91 82074 68095
GOA-DAIRY-2629,Mandovi Foods,3,6,Amit D'Souza,+91 77787 72965
GOA-MANGO-2630,North-Goa Industries,3,5,Vikram Pinto,+91 81425 97447
GOA-DAIRY-2631,Zuari Foods,4,8,Vikram Sawant,+91 90219 21266
GOA-DAIRY-2632,North-Goa Agro Traders,3,5,Anjali Fernandes,+91 96094 85017
GOA-KOKUM-2633,Sahyadri Distributors,3,6,Ricardo Prabhu,+91 80755 58057
GOA-CASHEW-2634,Mandovi Distributors,3,8,Maria Kulkarni,+91 89968 99672
GOA-SPICE-2635,Coastal Distributors,2,4,Deepa Kulkarni,+91 71507 19845
GOA-OIL-2636,Coastal Foods,4,7,Vikram Pinto,+91 89305 67469
GOA-SNACK-2637,North-Goa Industries,4,6,Maria Kulkarni,+91 84885 28473
GOA-GRAIN-2638,Sahyadri Industries,3,8,Priya Kulkarni,+91 97731 90016
GOA-FENI-2639,North-Goa Industries,2,7,Maria Gomes,+91 93809 73684
GOA-SNACK-2640,Mandovi Foods,4,9,Anjali Prabhu,+91 91452 48694
GOA-BEV-2641,Sahyadri Foods,3,8,Priya D'Souza,+91 88865 92546
GOA-DAIRY-2642,Sahyadri Industries,2,5,Maria D'Souza,+91 92156 25722
GOA-BEV-2643,Sahyadri Logistics,4,6,Anjali D'Souza,+91 78980 78183
GOA-MANGO-2644,Coastal Industries,4,6,Deepa Naik,+91 71355 24099
GOA-OIL-2645,Coastal Distributors,4,6,Sanjay Kulkarni,+91 97817 88949
GOA-SNACK-2646,Zuari Distributors,2,5,Rahul Gomes,+91 80402 96157
GOA-BEV-2647,Coastal Foods,2,4,Ricardo Gomes,+91 95217 55543
GOA-MANGO-2648,North-Goa Distributors,2,5,Priya Sawant,+91 91589 51717
GOA-BEV-2649,Coastal Distributors,3,8,Vikram Fernandes,+91 82666 51613
GOA-OIL-2650,Zuari Agro Traders,4,9,Ricardo Kulkarni,+91 99229 99495
GOA-CASHEW-2651,Mandovi Distributors,3,7,Ricardo Kulkarni,+91 78355 93981
GOA-MANGO-2652,Mandovi Industries,3,6,Amit Fernandes,+91 71708 75394
GOA-OIL-2653,Sahyadri Distributors,4,9,Sanjay Naik,+91 76515 88202
GOA-OIL-2654,Sahyadri Distributors,3,6,Rahul Pinto,+91 96097 15625
GOA-OIL-2655,Zuari Industries,3,6,Maria Sawant,+91 93836 66561
GOA-OIL-2656,North-Goa Logistics,2,7,Sanjay Naik,+91 89364 79538
GOA-SPICE-2657,South-Goa Agro Traders,3,6,Rahul Kulkarni,+91 89946 12665
GOA-SPICE-2658,Coastal Logistics,2,7,Vikram Pinto,+91 80267 40387
GOA-KOKUM-2659,South-Goa Distributors,3,8,Sunil Gomes,+91 73785 45916
GOA-KOKUM-2660,North-Goa Logistics,2,4,Ricardo Sawant,+91 90730 22445
GOA-KOKUM-2661,Mandovi Agro Traders,4,6,Priya D'Souza,+91 93431 87341
GOA-DAIRY-2662,Sahyadri Logistics,4,6,Amit Naik,+91 75957 47555
GOA-OIL-2663,Coastal Foods,4,9,Amit Prabhu,+91 91522 62296
GOA-KOKUM-2664,Mandovi Distributors,2,7,Sanjay Kulkarni,+91 99545 17730
GOA-GRAIN-2665,Coastal Distributors,2,7,Sunil Sawant,+91 71431 42475
GOA-GRAIN-2666,North-Goa Distributors,3,7,Sunil Prabhu,+91 72653 62468
GOA-CASHEW-2667,North-Goa Foods,2,5,Vikram Fernandes,+91 88427 96630
GOA-FENI-2668,Sahyadri Logistics,3,7,Vikram Pinto,+91 76608 60043
GOA-SPICE-2669,Coastal Industries,2,6,Sanjay Naik,+91 72801 37286
GOA-OIL-2670,Zuari Logistics,4,9,Sanjay Kulkarni,+91 80680 69812
GOA-MANGO-2671,Zuari Industries,2,5,Vikram D'Souza,+91 90289 63992
GOA-KOKUM-2672,Coastal Logistics,3,5,Vikram Pinto,+91 78929 25468
GOA-KOKUM-2673,Sahyadri Agro Traders,3,7,Sanjay Sawant,+91 89129 49004
GOA-OIL-2674,Mandovi Distributors,4,8,Rahul Sawant,+91 99421 50934
GOA-MANGO-2675,Sahyadri Logistics,2,4,Ricardo Naik,+91 81533 91276
GOA-KOKUM-2676,Mandovi Logistics,4,7,Priya Fernandes,+91 74071 74888
GOA-GRAIN-2677,Zuari Agro Traders,4,6,Sanjay Naik,+91 98242 29602
GOA-FENI-2678,Sahyadri Logistics,3,8,Priya Prabhu,+91 71638 93544
GOA-KOKUM-2679,Mandovi Distributors,2,6,Sanjay Prabhu,+91 99488 44540
GOA-OIL-2680,Mandovi Agro Traders,3,7,Sanjay Sawant,+91 74025 50044
GOA-FENI-2681,Mandovi Industries,4,8,Vikram Kulkarni,+91 75767 36801
GOA-KOKUM-2682,Zuari Agro Traders,3,8,Deepa Kulkarni,+91 74327 27957
GOA-DAIRY-2683,Zuari Agro Traders,2,4,Vikram Gomes,+91 80328 95859
GOA-KOKUM-2684,Coastal Distributors,4,7,Sanjay Prabhu,+91 83062 45295
GOA-DAIRY-2685,South-Goa Agro Traders,2,6,Deepa Fernandes,+91 88531 71998
GOA-CASHEW-2686,Coastal Logistics,2,4,Priya Kulkarni,+91 85817 67619
GOA-MANGO-2687,Zuari Distributors,2,6,Anjali Fernandes,+91 86488 42294
GOA-BEV-2688,North-Goa Agro Traders,3,8,Rahul Fernandes,+91 96449 18592
GOA-CASHEW-2689,North-Goa Logistics,4,8,Ricardo Sawant,+91 82066 80767
GOA-CASHEW-2690,Zuari Logistics,2,4,Sanjay Pinto,+91 75479 62588
GOA-KOKUM-2691,North-Goa Agro Traders,4,9,Maria Pinto,+91 75574 21660
GOA-MANGO-2692,Sahyadri Foods,4,9,Maria Prabhu,+91 86029 55314
GOA-FENI-2693,North-Goa Industries,2,6,Anjali Prabhu,+91 84041 31185
GOA-KOKUM-2694,North-Goa Industries,4,6,Priya Gomes,+91 97018 57023
GOA-KOKUM-2695,Zuari Distributors,3,7,Sunil Fernandes,+91 90434 15160
GOA-GRAIN-2696,Zuari Agro Traders,3,7,Deepa Fernandes,+91 91938 38008
GOA-OIL-2697,Zuari Agro Traders,2,6,Anjali Sawant,+91 70700 61692
GOA-FENI-2698,Sahyadri Distributors,3,6,Ricardo D'Souza,+91 72495 44895
GOA-FENI-2699,South-Goa Industries,3,6,Amit Pinto,+91 99093 96369
GOA-SNACK-2700,South-Goa Foods,3,7,Maria Naik,+91 77453 52561
GOA-KOKUM-2701,Sahyadri Agro Traders,2,5,Ricardo Pinto,+91 80878 12546
GOA-BEV-2702,Sahyadri Foods,3,6,Ricardo Pinto,+91 98813 49692
GOA-MANGO-2703,Zuari Industries,2,5,Rahul D'Souza,+91 88477 66435
GOA-OIL-2704,Zuari Agro Traders,4,9,Maria Gomes,+91 83854 22516
GOA-OIL-2705,Coastal Foods,2,6,Ricardo Gomes,+91 92974 65740
GOA-DAIRY-2706,South-Goa Foods,4,9,Anjali Kulkarni,+91 79590 40346
GOA-CASHEW-2707,Coastal Logistics,2,7,Maria Kulkarni,+91 76056 84505
GOA-BEV-2708,Sahyadri Logistics,3,6,Sanjay D'Souza,+91 85387 91392
GOA-CASHEW-2709,South-Goa Agro Traders,2,5,Sanjay Naik,+91 77235 79657
GOA-GRAIN-2710,South-Goa Logistics,2,6,Priya Sawant,+91 92850 22932
GOA-SPICE-2711,Sahyadri Agro Traders,4,7,Ricardo Prabhu,+91 89943 16049
GOA-OIL-2712,Zuari Logistics,4,8,Sanjay Kulkarni,+91 99096 45792
GOA-SPICE-2713,Coastal Foods,2,4,Rahul Naik,+91 96700 70757
GOA-KOKUM-2714,North-Goa Foods,4,9,Ricardo Kulkarni,+91 98568 41107
GOA-FENI-2715,Coastal Industries,3,6,Anjali Kulkarni,+91 94205 12574
GOA-OIL-2716,Sahyadri Logistics,4,6,Ricardo Pinto,+91 77381 13279
GOA-SPICE-2717,Zuari Distributors,4,8,Amit Pinto,+91 97505 94676
GOA-BEV-2718,Sahyadri Foods,3,5,Vikram Naik,+91 72962 71208
GOA-FENI-2719,Sahyadri Industries,3,7,Ricardo Gomes,+91 87286 49801
GOA-BEV-2720,Zuari Distributors,2,6,Maria Prabhu,+91 72534 70992
GOA-BEV-2721,Coastal Industries,3,5,Anjali D'Souza,+91 96539 78337
GOA-SNACK-2722,Coastal Agro Traders,2,4,Vikram Gomes,+91 72483 79160
GOA-BEV-2723,Sahyadri Logistics,2,7,Amit Kulkarni,+91 94768 19673
GOA-MANGO-2724,Sahyadri Logistics,2,5,Anjali Naik,+91 72763 23519
GOA-KOKUM-2725,Sahyadri Logistics,3,6,Vikram Naik,+91 77641 48056
GOA-CASHEW-2726,Sahyadri Logistics,2,7,Deepa Pinto,+91 81170 76292
GOA-FENI-2727,North-Goa Distributors,3,5,Amit Gomes,+91 88286 43753
GOA-FENI-2728,South-Goa Foods,2,5,Rahul Kulkarni,+91 79461 99598
GOA-CASHEW-2729,South-Goa Foods,4,6,Amit Sawant,+91 92835 22202
GOA-KOKUM-2730,Mandovi Distributors,2,4,Amit Sawant,+91 95965 29670
GOA-GRAIN-2731,Sahyadri Agro Traders,2,6,Ricardo Pinto,+91 94241 25741
GOA-BEV-2732,Sahyadri Distributors,2,7,Ricardo Fernandes,+91 98154 48320
GOA-GRAIN-2733,Sahyadri Industries,3,6,Maria Sawant,+91 80251 29094
GOA-OIL-2734,North-Goa Foods,2,6,Priya Sawant,+91 71771 96848
GOA-BEV-2735,North-Goa Foods,3,5,Sanjay D'Souza,+91 84496 11507
GOA-BEV-2736,Sahyadri Distributors,3,6,Amit Gomes,+91 87557 63557
GOA-FENI-2737,Sahyadri Distributors,3,5,Deepa Prabhu,+91 89697 53357
GOA-MANGO-2738,Zuari Agro Traders,4,7,Amit Kulkarni,+91 82770 90875
GOA-FENI-2739,Sahyadri Logistics,2,6,Sanjay Pinto,+91 73022 96134
GOA-DAIRY-2740,South-Goa Agro Traders,4,6,Rahul D'Souza,+91 72703 44147
GOA-KOKUM-2741,Coastal Distributors,4,8,Rahul D'Souza,+91 93350 43195
GOA-SNACK-2742,Sahyadri Industries,4,7,Maria Prabhu,+91 72976 96573
GOA-OIL-2743,South-Goa Logistics,4,6,Priya D'Souza,+91 89549 96770
GOA-DAIRY-2744,North-Goa Industries,2,5,Anjali Sawant,+91 75302 91036
GOA-OIL-2745,Coastal Logistics,3,8,Deepa Naik,+91 96081 45538
GOA-DAIRY-2746,South-Goa Agro Traders,2,4,Amit Sawant,+91 77785 67634
GOA-DAIRY-2747,South-Goa Foods,3,7,Sunil Sawant,+91 77629 45999
GOA-SNACK-2748,Zuari Logistics,2,5,Ricardo Naik,+91 94508 92302
GOA-SPICE-2749,Sahyadri Distributors,4,6,Vikram Kulkarni,+91 79677 23997
GOA-BEV-2750,Mandovi Logistics,4,9,Rahul Pinto,+91 75746 30375
GOA-KOKUM-2751,North-Goa Logistics,3,5,Rahul Naik,+91 82121 10877
GOA-SNACK-2752,Mandovi Logistics,3,8,Vikram Kulkarni,+91 82172 17076
GOA-KOKUM-2753,Zuari Industries,2,4,Priya Fernandes,+91 74382 57384
GOA-MANGO-2754,North-Goa Foods,3,8,Sunil Fernandes,+91 87899 66359
GOA-FENI-2755,North-Goa Agro Traders,4,6,Rahul Kulkarni,+91 74444 51740
GOA-SPICE-2756,South-Goa Logistics,3,6,Priya Pinto,+91 92961 33740
GOA-MANGO-2757,Zuari Distributors,3,6,Priya Gomes,+91 71042 45527
GOA-DAIRY-2758,South-Goa Logistics,2,5,Sunil Naik,+91 99898 64111
GOA-CASHEW-2759,North-Goa Logistics,4,7,Amit Sawant,+91 71251 63820
GOA-CASHEW-2760,Coastal Logistics,3,8,Maria Fernandes,+91 84230 75483
GOA-MANGO-2761,South-Goa Logistics,2,7,Sanjay Fernandes,+91 79810 87630
GOA-OIL-2762,Sahyadri Distributors,2,4,Sanjay Kulkarni,+91 82511 78659
GOA-CASHEW-2763,Mandovi Distributors,3,5,Sanjay Gomes,+91 95882 89564
GOA-MANGO-2764,Mandovi Logistics,2,7,Ricardo Prabhu,+91 96530 24990
GOA-SPICE-2765,South-Goa Foods,4,9,Sunil Gomes,+91 85089 62679
GOA-KOKUM-2766,Zuari Foods,2,7,Sanjay Sawant,+91 96138 75961
GOA-SPICE-2767,North-Goa Foods,3,7,Rahul Naik,+91 95148 72185
GOA-MANGO-2768,Mandovi Distributors,2,6,Priya Naik,+91 78380 88081
GOA-OIL-2769,Zuari Agro Traders,2,7,Deepa Kulkarni,+91 90249 40113
GOA-CASHEW-2770,Coastal Industries,4,7,Anjali Kulkarni,+91 80190 15527
GOA-MANGO-2771,Zuari Distributors,2,4,Vikram Prabhu,+91 85632 59911
GOA-SPICE-2772,Zuari Distributors,3,6,Anjali D'Souza,+91 74751 65567
GOA-BEV-2773,North-Goa Distributors,2,7,Ricardo Pinto,+91 70107 22699
GOA-MANGO-2774,Sahyadri Agro Traders,2,4,Deepa Gomes,+91 90883 26299
GOA-OIL-2775,Coastal Foods,4,8,Maria Naik,+91 71159 70121
GOA-GRAIN-2776,North-Goa Distributors,4,8,Sunil Gomes,+91 77690 81703
GOA-MANGO-2777,Sahyadri Industries,3,8,Vikram Naik,+91 74966 37890
GOA-SNACK-2778,Sahyadri Logistics,2,6,Vikram Naik,+91 90913 94817
GOA-GRAIN-2779,North-Goa Logistics,4,9,Sanjay Fernandes,+91 75622 88251
GOA-DAIRY-2780,North-Goa Distributors,4,8,Vikram Fernandes,+91 96617 73517
GOA-MANGO-2781,Sahyadri Foods,4,9,Vikram Fernandes,+91 99762 95467
GOA-GRAIN-2782,South-Goa Foods,3,8,Vikram Gomes,+91 85166 17764
GOA-DAIRY-2783,Mandovi Foods,3,5,Vikram Sawant,+91 99106 23424
GOA-OIL-2784,South-Goa Industries,3,8,Deepa Prabhu,+91 85839 65946
GOA-MANGO-2785,Coastal Industries,2,6,Deepa Fernandes,+91 78824 43754
GOA-BEV-2786,South-Goa Agro Traders,3,5,Priya Kulkarni,+91 80994 97005
GOA-FENI-2787,South-Goa Distributors,3,8,Priya Sawant,+91 87223 24393
GOA-SPICE-2788,Sahyadri Industries,4,8,Deepa Gomes,+91 86278 60709
GOA-MANGO-2789,Coastal Foods,3,5,Rahul Naik,+91 82051 88361
GOA-MANGO-2790,Mandovi Industries,3,5,Sanjay Sawant,+91 95222 81500
GOA-CASHEW-2791,Coastal Agro Traders,2,7,Anjali Fernandes,+91 86904 64796
GOA-OIL-2792,Sahyadri Logistics,4,6,Amit Fernandes,+91 87042 63804
GOA-GRAIN-2793,Sahyadri Foods,2,6,Vikram Gomes,+91 83985 63750
GOA-BEV-2794,Sahyadri Distributors,4,6,Rahul Prabhu,+91 72815 61852
GOA-OIL-2795,North-Goa Foods,4,8,Sanjay Fernandes,+91 72678 15640
GOA-KOKUM-2796,Coastal Industries,3,8,Deepa Gomes,+91 71199 21286
GOA-SNACK-2797,South-Goa Distributors,3,8,Priya Sawant,+91 76864 88512
GOA-GRAIN-2798,Sahyadri Logistics,3,6,Rahul D'Souza,+91 83177 36029
GOA-OIL-2799,Sahyadri Foods,3,8,Deepa Fernandes,+91 74789 60246
GOA-OIL-2800,Coastal Industries,4,9,Ricardo Sawant,+91 81358 43884
GOA-OIL-2801,North-Goa Logistics,2,5,Sanjay Kulkarni,+91 86974 32164
GOA-OIL-2802,South-Goa Agro Traders,2,5,Anjali Fernandes,+91 73029 71199
GOA-FENI-2803,North-Goa Agro Traders,2,6,Ricardo Kulkarni,+91 79963 62091
GOA-OIL-2804,Sahyadri Industries,2,5,Priya Sawant,+91 91603 82622
GOA-SNACK-2805,Zuari Foods,4,6,Rahul Fernandes,+91 87832 70677
GOA-FENI-2806,Zuari Foods,4,6,Anjali Kulkarni,+91 74478 16488
GOA-MANGO-2807,Zuari Industries,4,8,Sanjay Sawant,+91 95895 99969
GOA-BEV-2808,Zuari Logistics,4,8,Sanjay Fernandes,+91 91822 14762
GOA-MANGO-2809,South-Goa Distributors,3,8,Sunil Fernandes,+91 99886 22664
GOA-FENI-2810,Zuari Distributors,4,8,Ricardo Kulkarni,+91 84978 13208
GOA-SPICE-2811,Zuari Agro Traders,2,7,Maria Sawant,+91 90467 77597
GOA-BEV-2812,North-Goa Distributors,2,4,Vikram Pinto,+91 74484 46667
GOA-SNACK-2813,Mandovi Agro Traders,2,4,Priya Gomes,+91 86543 24236
GOA-BEV-2814,Mandovi Logistics,4,9,Amit Sawant,+91 88504 78976
GOA-KOKUM-2815,South-Goa Agro Traders,2,6,Deepa Gomes,+91 93557 12658
GOA-DAIRY-2816,North-Goa Distributors,3,7,Rahul Kulkarni,+91 74332 61556
GOA-FENI-2817,North-Goa Industries,3,6,Maria D'Souza,+91 92454 56663
GOA-DAIRY-2818,South-Goa Agro Traders,3,8,Priya Gomes,+91 95883 33080
GOA-DAIRY-2819,Zuari Industries,2,4,Priya D'Souza,+91 82282 77310
GOA-DAIRY-2820,Mandovi Distributors,4,8,Vikram Prabhu,+91 84356 46585
GOA-OIL-2821,Mandovi Logistics,3,6,Amit Prabhu,+91 76728 75908
GOA-GRAIN-2822,Zuari Agro Traders,4,8,Rahul Naik,+91 91263 71329
GOA-BEV-2823,Coastal Logistics,2,5,Vikram Pinto,+91 98049 59422
GOA-CASHEW-2824,Mandovi Industries,3,5,Maria Sawant,+91 86403 53009
GOA-OIL-2825,South-Goa Agro Traders,2,4,Maria D'Souza,+91 93519 41595
GOA-OIL-2826,Zuari Logistics,2,6,Ricardo Gomes,+91 90091 11628
GOA-FENI-2827,Mandovi Logistics,3,5,Deepa Prabhu,+91 83624 86392
GOA-FENI-2828,Mandovi Foods,2,5,Deepa Pinto,+91 94628 19043
GOA-CASHEW-2829,Sahyadri Industries,3,8,Rahul Naik,+91 98474 13321
GOA-CASHEW-2830,Sahyadri Distributors,4,7,Anjali Sawant,+91 75605 27917
GOA-SPICE-2831,Sahyadri Foods,3,5,Maria Sawant,+91 75467 98566
GOA-CASHEW-2832,Mandovi Industries,4,9,Deepa Naik,+91 73963 14508
GOA-BEV-2833,Sahyadri Agro Traders,3,7,Vikram Pinto,+91 99527 91862
GOA-SNACK-2834,Zuari Foods,3,6,Deepa Gomes,+91 96872 60187
GOA-SPICE-2835,Zuari Distributors,2,6,Sanjay D'Souza,+91 83538 77621
GOA-FENI-2836,South-Goa Distributors,3,8,Deepa Fernandes,+91 81762 27802
GOA-GRAIN-2837,North-Goa Distributors,2,4,Anjali Prabhu,+91 75412 24452
GOA-FENI-2838,Coastal Foods,2,6,Ricardo Sawant,+91 85852 17571
GOA-SNACK-2839,North-Goa Logistics,4,8,Sanjay Fernandes,+91 94059 27546
GOA-DAIRY-2840,North-Goa Distributors,2,7,Sanjay Pinto,+91 79446 28164
GOA-BEV-2841,North-Goa Industries,2,4,Vikram Gomes,+91 81750 78561
GOA-CASHEW-2842,Zuari Logistics,4,7,Ricardo Gomes,+91 76239 82011
GOA-OIL-2843,Zuari Logistics,3,8,Sanjay Fernandes,+91 85023 60397
GOA-CASHEW-2844,Zuari Agro Traders,4,7,Maria Kulkarni,+91 74106 29750
GOA-MANGO-2845,Mandovi Logistics,4,9,Anjali Naik,+91 97863 89580
GOA-GRAIN-2846,North-Goa Foods,4,7,Sunil Sawant,+91 83870 47994
GOA-SPICE-2847,Zuari Foods,4,9,Deepa Sawant,+91 94883 68362
GOA-DAIRY-2848,Coastal Industries,3,8,Sanjay Pinto,+91 93513 25623
GOA-OIL-2849,Coastal Distributors,3,8,Rahul Gomes,+91 94422 32639
GOA-MANGO-2850,South-Goa Industries,4,6,Sunil Fernandes,+91 78043 74693
GOA-CASHEW-2851,Coastal Industries,3,6,Anjali Naik,+91 93201 90838
GOA-SPICE-2852,Sahyadri Industries,2,5,Ricardo Gomes,+91 95314 34964
GOA-FENI-2853,Zuari Foods,3,6,Amit D'Souza,+91 91980 87098
GOA-FENI-2854,Mandovi Logistics,4,8,Rahul Gomes,+91 74596 38817
GOA-OIL-2855,Mandovi Industries,4,6,Sanjay Gomes,+91 98783 74572
GOA-SNACK-2856,Mandovi Agro Traders,2,5,Amit Gomes,+91 96167 91757
GOA-SPICE-2857,Mandovi Distributors,4,7,Maria Fernandes,+91 90699 97152
GOA-FENI-2858,Sahyadri Logistics,2,7,Priya Naik,+91 97651 37356
GOA-CASHEW-2859,Mandovi Logistics,3,5,Rahul D'Souza,+91 91502 58853
GOA-SNACK-2860,Mandovi Agro Traders,3,5,Vikram Prabhu,+91 80094 15514
GOA-KOKUM-2861,South-Goa Distributors,2,6,Vikram Naik,+91 72887 34255
GOA-BEV-2862,South-Goa Foods,3,5,Deepa Naik,+91 92524 56647
GOA-DAIRY-2863,Mandovi Industries,4,9,Vikram Kulkarni,+91 75310 10929
GOA-KOKUM-2864,Zuari Foods,2,5,Maria Pinto,+91 78333 88458
GOA-DAIRY-2865,Mandovi Logistics,2,7,Priya Sawant,+91 91671 88409
GOA-GRAIN-2866,Sahyadri Distributors,2,6,Sunil Sawant,+91 76716 61005
GOA-BEV-2867,North-Goa Agro Traders,3,7,Vikram Sawant,+91 91930 14198
GOA-GRAIN-2868,Zuari Distributors,2,7,Priya Kulkarni,+91 86197 22247
GOA-SPICE-2869,Coastal Industries,4,7,Deepa Prabhu,+91 94458 71477
GOA-BEV-2870,Coastal Agro Traders,2,6,Deepa Sawant,+91 83239 55347
GOA-KOKUM-2871,South-Goa Agro Traders,3,8,Rahul Pinto,+91 72195 99733
GOA-SPICE-2872,South-Goa Logistics,3,6,Amit Pinto,+91 71467 97667
GOA-GRAIN-2873,North-Goa Distributors,3,5,Sunil Prabhu,+91 73288 74918
GOA-KOKUM-2874,Sahyadri Distributors,3,6,Amit Sawant,+91 90744 40477
GOA-OIL-2875,North-Goa Foods,3,6,Priya Fernandes,+91 96166 40659
GOA-MANGO-2876,Zuari Industries,2,6,Priya Kulkarni,+91 94307 17289
GOA-SPICE-2877,Zuari Industries,3,8,Sunil Naik,+91 84474 29869
GOA-MANGO-2878,Sahyadri Agro Traders,4,8,Ricardo Sawant,+91 95236 54524
GOA-GRAIN-2879,Sahyadri Industries,3,6,Sanjay Prabhu,+91 93472 60846
GOA-OIL-2880,Mandovi Industries,2,4,Amit D'Souza,+91 95827 41343
GOA-BEV-2881,Coastal Logistics,4,8,Anjali Pinto,+91 93031 87092
GOA-SPICE-2882,South-Goa Logistics,3,5,Deepa Fernandes,+91 74303 82423
GOA-GRAIN-2883,South-Goa Distributors,2,4,Vikram Sawant,+91 80311 95123
GOA-MANGO-2884,Zuari Industries,3,7,Priya D'Souza,+91 94268 98806
GOA-CASHEW-2885,North-Goa Agro Traders,4,6,Priya Prabhu,+91 98792 20427
GOA-SNACK-2886,Sahyadri Logistics,2,5,Deepa Fernandes,+91 74359 74053
GOA-BEV-2887,Coastal Foods,4,9,Anjali Gomes,+91 85146 79990
GOA-MANGO-2888,North-Goa Distributors,4,8,Sanjay Fernandes,+91 80093 69855
GOA-KOKUM-2889,Mandovi Logistics,4,9,Maria Prabhu,+91 87172 61879
GOA-CASHEW-2890,Coastal Distributors,2,5,Anjali Kulkarni,+91 85515 29989
GOA-OIL-2891,Mandovi Industries,3,7,Sanjay Fernandes,+91 80691 40622
GOA-BEV-2892,Mandovi Foods,2,6,Priya Sawant,+91 84440 93413
GOA-MANGO-2893,Sahyadri Industries,4,9,Maria Sawant,+91 82683 72797
GOA-FENI-2894,North-Goa Agro Traders,4,7,Ricardo Prabhu,+91 94826 61960
GOA-MANGO-2895,Zuari Industries,2,6,Anjali Naik,+91 97257 93363
GOA-KOKUM-2896,Zuari Industries,4,9,Ricardo Gomes,+91 74754 79001
GOA-CASHEW-2897,Coastal Distributors,2,5,Rahul Pinto,+91 90385 75349
GOA-KOKUM-2898,Coastal Logistics,2,4,Priya Pinto,+91 74439 70042
GOA-OIL-2899,South-Goa Foods,3,7,Rahul Prabhu,+91 80347 49688
GOA-SNACK-2900,Coastal Agro Traders,3,6,Maria Fernandes,+91 90035 34576
GOA-SPICE-2901,Sahyadri Foods,2,5,Amit Gomes,+91 90135 53207
GOA-MANGO-2902,Sahyadri Logistics,2,7,Ricardo Gomes,+91 71164 59723
GOA-SPICE-2903,Zuari Distributors,4,9,Maria Pinto,+91 93291 61732
